#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:dna9" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:dna9" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:dna9" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.dna9" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:dna9" name="distribution" x="@birthRate.t:dna9">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="FrequenciesPrior.s:dna9" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:dna9" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="KappaPrior.s:dna9" name="distribution">
#            <parameter id="kappa.s:dna9" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@dna9" id="treeLikelihood.dna9" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:dna9">
#            <siteModel id="SiteModel.s:dna9" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:dna9" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:dna9" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:dna9" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:dna9" kappa="@kappa.s:dna9" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:dna9" id="estimatedFreqs.s:dna9" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:dna9" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:dna9" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
770000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
771000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
772000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
773000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
774000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
775000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
776000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
777000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
778000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
779000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
780000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
781000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
782000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
783000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
784000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
785000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
786000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
787000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
788000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
789000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
790000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
791000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
792000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
793000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
794000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
795000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
796000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
797000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
798000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
799000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
800000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
801000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
802000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
803000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
804000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
805000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
806000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
807000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
808000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
809000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
810000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
811000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
812000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
813000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
814000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
815000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
816000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
817000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
818000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
819000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
820000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
821000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
822000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
823000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
824000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
825000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
826000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
827000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
828000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
829000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
830000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
831000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
832000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
833000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
834000	-4505.499522815061	-4509.1855952216065	3.686072406545562	-4509.1855952216065	0.2327807872734146	5.746820655603646	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
835000	-4505.499516588279	-4509.186630377887	3.6871137896076958	-4509.186630377887	0.2327807872734146	5.7478620386657795	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
836000	-4505.499516588279	-4509.186630377887	3.6871137896076958	-4509.186630377887	0.2327807872734146	5.7478620386657795	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
837000	-4505.499516588279	-4509.186630377887	3.6871137896076958	-4509.186630377887	0.2327807872734146	5.7478620386657795	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
838000	-4505.499516588279	-4509.186630377887	3.6871137896076958	-4509.186630377887	0.2327807872734146	5.7478620386657795	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
839000	-4505.499516588279	-4509.186630377887	3.6871137896076958	-4509.186630377887	0.2327807872734146	5.7478620386657795	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
840000	-4505.499516588279	-4509.186630377887	3.6871137896076958	-4509.186630377887	0.2327807872734146	5.7478620386657795	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
841000	-4505.499516588279	-4509.186630377887	3.6871137896076958	-4509.186630377887	0.2327807872734146	5.7478620386657795	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
842000	-4505.499516588279	-4509.186630377887	3.6871137896076958	-4509.186630377887	0.2327807872734146	5.7478620386657795	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
843000	-4505.499516588279	-4509.186630377887	3.6871137896076958	-4509.186630377887	0.2327807872734146	5.7478620386657795	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
844000	-4505.499516588279	-4509.186630377887	3.6871137896076958	-4509.186630377887	0.2327807872734146	5.7478620386657795	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
845000	-4505.499516190175	-4509.186648964525	3.687132774350215	-4509.186648964525	0.2327807872734146	5.747881023408299	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
846000	-4505.499516190175	-4509.186648964525	3.687132774350215	-4509.186648964525	0.2327807872734146	5.747881023408299	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
847000	-4505.499516190175	-4509.186648964525	3.687132774350215	-4509.186648964525	0.2327807872734146	5.747881023408299	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
848000	-4505.499516190175	-4509.186648964525	3.687132774350215	-4509.186648964525	0.2327807872734146	5.747881023408299	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
849000	-4505.49951586077	-4509.186672021964	3.687156161193802	-4509.186672021964	0.2327807872734146	5.747904410251886	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
850000	-4505.49951586077	-4509.186672021964	3.687156161193802	-4509.186672021964	0.2327807872734146	5.747904410251886	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
851000	-4505.49951586077	-4509.186672021964	3.687156161193802	-4509.186672021964	0.2327807872734146	5.747904410251886	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
852000	-4505.49951586077	-4509.186672021964	3.687156161193802	-4509.186672021964	0.2327807872734146	5.747904410251886	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
853000	-4505.49951586077	-4509.186672021964	3.687156161193802	-4509.186672021964	0.2327807872734146	5.747904410251886	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
854000	-4505.49951586077	-4509.186672021964	3.687156161193802	-4509.186672021964	0.2327807872734146	5.747904410251886	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
855000	-4505.49951586077	-4509.186672021964	3.687156161193802	-4509.186672021964	0.2327807872734146	5.747904410251886	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
856000	-4505.49951586077	-4509.186672021964	3.687156161193802	-4509.186672021964	0.2327807872734146	5.747904410251886	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
857000	-4505.499514808785	-4509.186690132784	3.6871753239992158	-4509.186690132784	0.2327807872734146	5.7479235730572995	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
858000	-4505.499514808785	-4509.186690132784	3.6871753239992158	-4509.186690132784	0.2327807872734146	5.7479235730572995	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
859000	-4505.499514808785	-4509.186690132784	3.6871753239992158	-4509.186690132784	0.2327807872734146	5.7479235730572995	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
860000	-4505.499514808785	-4509.186690132784	3.6871753239992158	-4509.186690132784	0.2327807872734146	5.7479235730572995	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
861000	-4505.499514808785	-4509.186690132784	3.6871753239992158	-4509.186690132784	0.2327807872734146	5.7479235730572995	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
862000	-4505.499514808785	-4509.186690132784	3.6871753239992158	-4509.186690132784	0.2327807872734146	5.7479235730572995	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
863000	-4505.499514808785	-4509.186690132784	3.6871753239992158	-4509.186690132784	0.2327807872734146	5.7479235730572995	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
864000	-4505.499514808785	-4509.186690132784	3.6871753239992158	-4509.186690132784	0.2327807872734146	5.7479235730572995	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
865000	-4505.499514808785	-4509.186690132784	3.6871753239992158	-4509.186690132784	0.2327807872734146	5.7479235730572995	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
866000	-4505.499514808785	-4509.186690132784	3.6871753239992158	-4509.186690132784	0.2327807872734146	5.7479235730572995	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
867000	-4505.499514808785	-4509.186690132784	3.6871753239992158	-4509.186690132784	0.2327807872734146	5.7479235730572995	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
868000	-4505.499508144636	-4509.186291740054	3.6867835954177464	-4509.186291740054	0.2327807872734146	5.74753184447583	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
869000	-4505.499508144636	-4509.186291740054	3.6867835954177464	-4509.186291740054	0.2327807872734146	5.74753184447583	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
870000	-4505.499508144636	-4509.186291740054	3.6867835954177464	-4509.186291740054	0.2327807872734146	5.74753184447583	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
871000	-4505.499508144636	-4509.186291740054	3.6867835954177464	-4509.186291740054	0.2327807872734146	5.74753184447583	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
872000	-4505.499507762614	-4509.1862804392185	3.6867726766051705	-4509.1862804392185	0.2327807872734146	5.747520925663254	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
873000	-4505.499507762614	-4509.1862804392185	3.6867726766051705	-4509.1862804392185	0.2327807872734146	5.747520925663254	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
874000	-4505.499507762614	-4509.1862804392185	3.6867726766051705	-4509.1862804392185	0.2327807872734146	5.747520925663254	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
875000	-4505.499507762614	-4509.1862804392185	3.6867726766051705	-4509.1862804392185	0.2327807872734146	5.747520925663254	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
876000	-4505.499507762614	-4509.1862804392185	3.6867726766051705	-4509.1862804392185	0.2327807872734146	5.747520925663254	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
877000	-4505.499507762614	-4509.1862804392185	3.6867726766051705	-4509.1862804392185	0.2327807872734146	5.747520925663254	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
878000	-4505.499507762614	-4509.1862804392185	3.6867726766051705	-4509.1862804392185	0.2327807872734146	5.747520925663254	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
879000	-4505.499507620853	-4509.18628660238	3.6867789815269445	-4509.18628660238	0.2327807872734146	5.747527230585028	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
880000	-4505.499504125191	-4509.186359690909	3.6868555657171216	-4509.186359690909	0.2327807872734146	5.747603814775205	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
881000	-4505.499504125191	-4509.186359690909	3.6868555657171216	-4509.186359690909	0.2327807872734146	5.747603814775205	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
882000	-4505.499504125191	-4509.186359690909	3.6868555657171216	-4509.186359690909	0.2327807872734146	5.747603814775205	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
883000	-4505.499504125191	-4509.186359690909	3.6868555657171216	-4509.186359690909	0.2327807872734146	5.747603814775205	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
884000	-4505.499504125191	-4509.186359690909	3.6868555657171216	-4509.186359690909	0.2327807872734146	5.747603814775205	5.566666433919287	2.500351634422746	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
