#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:dna9" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:dna9" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:dna9" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.dna9" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:dna9" name="distribution" x="@birthRate.t:dna9">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="FrequenciesPrior.s:dna9" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:dna9" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="KappaPrior.s:dna9" name="distribution">
#            <parameter id="kappa.s:dna9" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@dna9" id="treeLikelihood.dna9" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:dna9">
#            <siteModel id="SiteModel.s:dna9" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:dna9" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:dna9" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:dna9" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:dna9" kappa="@kappa.s:dna9" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:dna9" id="estimatedFreqs.s:dna9" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:dna9" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:dna9" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
252000	-4505.567949291754	-4509.269596180529	3.7016468887746945	-4509.269596180529	0.2327807872734146	5.752478328680819	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
253000	-4505.567949291754	-4509.269596180529	3.7016468887746945	-4509.269596180529	0.2327807872734146	5.752478328680819	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
254000	-4505.567949291754	-4509.269596180529	3.7016468887746945	-4509.269596180529	0.2327807872734146	5.752478328680819	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
255000	-4505.567949291754	-4509.269596180529	3.7016468887746945	-4509.269596180529	0.2327807872734146	5.752478328680819	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
256000	-4505.567949291754	-4509.269596180529	3.7016468887746945	-4509.269596180529	0.2327807872734146	5.752478328680819	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
257000	-4505.567949291754	-4509.269596180529	3.7016468887746945	-4509.269596180529	0.2327807872734146	5.752478328680819	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
258000	-4505.567949291754	-4509.269596180529	3.7016468887746945	-4509.269596180529	0.2327807872734146	5.752478328680819	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
259000	-4505.567949291754	-4509.269596180529	3.7016468887746945	-4509.269596180529	0.2327807872734146	5.752478328680819	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
260000	-4505.567949291754	-4509.269596180529	3.7016468887746945	-4509.269596180529	0.2327807872734146	5.752478328680819	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
261000	-4505.567949291754	-4509.269596180529	3.7016468887746945	-4509.269596180529	0.2327807872734146	5.752478328680819	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
262000	-4505.567739210167	-4509.267869648599	3.7001304384317453	-4509.267869648599	0.2327807872734146	5.75096187833787	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
263000	-4505.567693238099	-4509.267464136943	3.699770898843361	-4509.267464136943	0.2327807872734146	5.750602338749486	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
264000	-4505.567693238099	-4509.267464136943	3.699770898843361	-4509.267464136943	0.2327807872734146	5.750602338749486	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
265000	-4505.567693238099	-4509.267464136943	3.699770898843361	-4509.267464136943	0.2327807872734146	5.750602338749486	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
266000	-4505.567621463995	-4509.267011223789	3.6993897597937706	-4509.267011223789	0.2327807872734146	5.7502211996998955	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
267000	-4505.567621463995	-4509.267011223789	3.6993897597937706	-4509.267011223789	0.2327807872734146	5.7502211996998955	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
268000	-4505.567621463995	-4509.267011223789	3.6993897597937706	-4509.267011223789	0.2327807872734146	5.7502211996998955	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
269000	-4505.567621463995	-4509.267011223789	3.6993897597937706	-4509.267011223789	0.2327807872734146	5.7502211996998955	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
270000	-4505.567621463995	-4509.267011223789	3.6993897597937706	-4509.267011223789	0.2327807872734146	5.7502211996998955	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
271000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
272000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
273000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
274000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
275000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
276000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
277000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
278000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
279000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
280000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
281000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
282000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
283000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
284000	-4505.567565865476	-4509.267189217315	3.699623351838198	-4509.267189217315	0.2327807872734146	5.750454791744323	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
285000	-4505.567434044893	-4509.26861327436	3.701179229467067	-4509.26861327436	0.2327807872734146	5.752010669373192	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
286000	-4505.567434044893	-4509.26861327436	3.701179229467067	-4509.26861327436	0.2327807872734146	5.752010669373192	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
287000	-4505.567434044893	-4509.26861327436	3.701179229467067	-4509.26861327436	0.2327807872734146	5.752010669373192	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
288000	-4505.567434044893	-4509.26861327436	3.701179229467067	-4509.26861327436	0.2327807872734146	5.752010669373192	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
289000	-4505.567434044893	-4509.26861327436	3.701179229467067	-4509.26861327436	0.2327807872734146	5.752010669373192	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
290000	-4505.567434044893	-4509.26861327436	3.701179229467067	-4509.26861327436	0.2327807872734146	5.752010669373192	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
291000	-4505.567434044893	-4509.26861327436	3.701179229467067	-4509.26861327436	0.2327807872734146	5.752010669373192	5.566666433919287	2.4741993027669817	0.29416834615523185	0.2849447478420301	0.13479145391443675	0.28609545208830134
292000	-4505.566217320393	-4509.26739654986	3.701179229467067	-4509.26739654986	0.2327807872734146	5.752010669373192	5.566666433919287	2.4741993027669817	0.29416834615523185	0.28510229007522225	0.1346339116812446	0.28609545208830134
293000	-4505.566217320393	-4509.26739654986	3.701179229467067	-4509.26739654986	0.2327807872734146	5.752010669373192	5.566666433919287	2.4741993027669817	0.29416834615523185	0.28510229007522225	0.1346339116812446	0.28609545208830134
294000	-4505.5662119915605	-4509.266901206737	3.7006892151762663	-4509.266901206737	0.2327807872734146	5.751520655082391	5.566666433919287	2.4741993027669817	0.29416834615523185	0.28510229007522225	0.1346339116812446	0.28609545208830134
295000	-4505.5662119915605	-4509.266901206737	3.7006892151762663	-4509.266901206737	0.2327807872734146	5.751520655082391	5.566666433919287	2.4741993027669817	0.29416834615523185	0.28510229007522225	0.1346339116812446	0.28609545208830134
296000	-4505.5662119915605	-4509.266901206737	3.7006892151762663	-4509.266901206737	0.2327807872734146	5.751520655082391	5.566666433919287	2.4741993027669817	0.29416834615523185	0.28510229007522225	0.1346339116812446	0.28609545208830134
297000	-4505.5662119915605	-4509.266901206737	3.7006892151762663	-4509.266901206737	0.2327807872734146	5.751520655082391	5.566666433919287	2.4741993027669817	0.29416834615523185	0.28510229007522225	0.1346339116812446	0.28609545208830134
298000	-4505.566209282078	-4509.266951364031	3.700742081953988	-4509.266951364031	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29416834615523185	0.28510229007522225	0.1346339116812446	0.28609545208830134
299000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
300000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
301000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
302000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
303000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
304000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
305000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
306000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
307000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
308000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
309000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
310000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
311000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
312000	-4505.539112190245	-4509.2398542721985	3.700742081953988	-4509.2398542721985	0.2327807872734146	5.751573521860113	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
313000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
314000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
315000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
316000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
317000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
318000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
319000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
320000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
321000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
322000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
323000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
324000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
325000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
326000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
327000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
328000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
329000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
330000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
331000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
332000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
333000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
334000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
335000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
336000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
337000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
338000	-4505.538923436405	-4509.235762030917	3.6968385945123194	-4509.235762030917	0.2327807872734146	5.747670034418444	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
339000	-4505.538919649167	-4509.236076103756	3.6971564545889453	-4509.236076103756	0.2327807872734146	5.74798789449507	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
340000	-4505.538919649167	-4509.236076103756	3.6971564545889453	-4509.236076103756	0.2327807872734146	5.74798789449507	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
341000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
342000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
343000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
344000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
345000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
346000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
347000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
348000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
349000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
350000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
351000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
352000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
353000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
354000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
355000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
356000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
357000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
358000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
359000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
360000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
361000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
362000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
363000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
364000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
365000	-4505.538901675678	-4509.236768676607	3.6978670009291075	-4509.236768676607	0.2327807872734146	5.748698440835232	5.566666433919287	2.4741993027669817	0.29108544047938567	0.28818519575106843	0.1346339116812446	0.28609545208830134
